batter,name,PA,BABIP,hard_hit_rate,barrel_rate,sweet_spot_rate,avg_exit_velocity,z_contact_rate,hr_fb_rate,pull_rate,o_swing_rate,gb_rate,fb_rate,bb_rate,k_rate,bb_k_ratio,wOBA,xwOBA
694377,Nick Yorke,74,0.26,0.529,0.059,0.098,90.86078431372549,0.916,0.062,0.255,0.265,0.529,0.314,0.095,0.189,0.5,0.297,0.339
691723,Coby Mayo,74,0.227,0.404,0.085,0.17,88.36808510638298,0.823,0.231,0.435,0.298,0.426,0.277,0.095,0.27,0.35,0.283,0.325
701675,Nathan Church,74,0.222,0.38,0.12,0.14,84.48,0.846,0.357,0.46,0.436,0.48,0.28,0.054,0.257,0.211,0.309,0.352
699912,Jose Fernandez,74,0.423,0.473,0.073,0.164,88.18909090909091,0.873,0.5,0.455,0.344,0.491,0.109,0.027,0.23,0.118,0.406,0.341
673548,Seiya Suzuki,74,0.375,0.467,0.111,0.178,89.60444444444444,0.854,0.357,0.289,0.226,0.289,0.311,0.122,0.243,0.5,0.422,0.431
663647,Ke'bryan Hayes,73,0.125,0.434,0.132,0.226,91.04150943396226,0.955,0.05,0.088,0.284,0.333,0.351,0.082,0.137,0.6,0.21,0.318
663743,Nick Fortes,73,0.298,0.483,0.017,0.138,88.17586206896551,0.922,0.143,0.448,0.376,0.586,0.121,0.027,0.137,0.2,0.309,0.323
663616,Trevor Larnach,73,0.326,0.341,0.091,0.159,86.76136363636364,0.862,0.111,0.386,0.259,0.364,0.205,0.219,0.178,1.231,0.398,0.373
677950,Alek Thomas,73,0.25,0.471,0.078,0.235,89.8843137254902,0.917,0.083,0.415,0.432,0.481,0.222,0.041,0.205,0.2,0.279,0.295
668885,Austin Martin,73,0.41,0.4,0.05,0.125,86.37,0.924,0.125,0.425,0.115,0.55,0.2,0.247,0.178,1.385,0.448,0.393
596142,Gary Sánchez,73,0.237,0.395,0.163,0.163,89.06744186046512,0.84,0.455,0.442,0.218,0.395,0.256,0.178,0.219,0.812,0.401,0.427
666139,Josh Lowe,73,0.233,0.261,0.065,0.043,84.87391304347825,0.83,0.167,0.391,0.359,0.383,0.383,0.068,0.274,0.25,0.271,0.293
663886,Tyler Stephenson,73,0.222,0.622,0.135,0.378,95.51081081081081,0.817,0.133,0.211,0.175,0.263,0.395,0.151,0.329,0.458,0.264,0.358
682668,Luisangel Acuña,72,0.2,0.4,0.036,0.073,89.07272727272728,0.889,0.0,0.273,0.312,0.625,0.214,0.069,0.139,0.5,0.203,0.267
641857,Ryan Mcmahon,72,0.231,0.561,0.098,0.073,91.96341463414635,0.855,0.143,0.439,0.25,0.488,0.341,0.125,0.306,0.409,0.268,0.324
672275,Patrick Bailey,71,0.18,0.44,0.04,0.14,90.508,0.897,0.083,0.412,0.271,0.451,0.235,0.085,0.197,0.429,0.201,0.301
