"last_name, first_name",pitcher_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
"Zeferjahn, Ryan",666171,38,17.4,26.3,109.8,87.0,78.2,87.5,90.3,339,148,,10,26.3,0,0.0,0.0
"Walker, Josh",677020,38,8.2,39.5,108.1,86.2,73.6,90.5,84.2,389,155,389.0,14,36.8,3,7.9,5.4
"de Geus, Brett",676969,38,5.3,42.1,107.3,86.4,74.8,92.9,81.5,361,132,,13,34.2,1,2.6,1.9
"Avila, Nick",687014,38,17.7,55.3,109.9,94.6,88.3,94.7,94.9,391,221,366.0,25,65.8,5,13.2,9.1
"Almonte, Yency",622075,37,14.5,32.4,107.9,84.5,72.4,82.6,88.0,407,142,407.0,12,32.4,3,8.1,4.5
"Vespi, Nick",663989,37,14.4,32.4,107.5,89.1,79.0,93.3,84.5,436,171,436.0,13,35.1,2,5.4,4.1
"Adon, Joan",672851,37,-3.6,24.3,109.4,84.0,70.0,96.4,75.6,390,117,390.0,11,29.7,3,8.1,6.3
"Hernández, Daysbel",678226,37,19.5,27.0,111.9,85.2,73.8,87.1,83.3,373,158,,10,27.0,1,2.7,1.4
"Williams, Devin",642207,37,14.8,29.7,104.9,84.2,73.5,89.0,78.6,399,160,399.0,12,32.4,2,5.4,2.3
"Legumina, Casey",668984,37,2.8,24.3,107.4,93.1,83.9,94.4,92.2,424,125,408.0,20,54.1,2,5.4,4.3
"Dana, Caden",702674,36,12.1,19.4,109.4,91.2,81.6,94.2,89.2,437,155,414.0,15,41.7,5,13.9,9.6
"Gómez, Yoendrys",672782,36,20.1,36.1,107.3,91.6,82.2,94.8,87.4,396,213,395.0,18,50.0,5,13.9,9.3
"Díaz, Jhonathan",646242,36,13.9,27.8,109.0,89.2,79.6,91.9,87.9,372,168,365.0,13,36.1,1,2.8,2.1
"Junk, Janson",676083,36,14.3,41.7,110.4,90.5,79.1,95.0,84.4,399,179,391.0,18,50.0,4,11.1,8.3
"O'Loughlin, Jack",672552,36,9.8,38.9,110.5,90.4,79.3,95.7,85.2,366,153,366.0,17,47.2,3,8.3,6.4
"Nittoli, Vinny",657697,36,23.7,25.0,109.1,91.5,82.8,92.8,92.7,422,193,422.0,15,41.7,2,5.6,4.3
"Kilian, Caleb",668873,35,11.6,40.0,109.3,89.1,78.7,96.0,83.6,421,155,417.0,13,37.1,5,14.3,10.4
"Matzek, Tyler",554431,35,11.6,48.6,107.7,93.3,84.2,96.4,86.6,413,205,393.0,18,51.4,6,17.1,12.5
"Espino, Paolo",502179,35,20.4,37.1,112.0,90.5,79.4,94.4,87.0,425,190,410.0,16,45.7,6,17.1,13.6
"Castellanos, Humberto",528748,35,18.9,48.6,107.7,86.9,75.2,90.8,87.1,344,186,,13,37.1,0,0.0,0.0
"Kitchen, Austin",685116,34,4.7,32.4,108.0,89.9,80.1,97.0,86.7,396,119,396.0,14,41.2,1,2.9,2.4
"Frías, Luis",666818,34,11.5,47.1,109.6,91.7,81.3,92.1,91.1,397,171,395.0,18,52.9,4,11.8,7.5
"Herget, Jimmy",623474,34,22.6,26.5,112.2,83.9,70.4,89.4,76.4,431,184,415.0,9,26.5,3,8.8,5.8
"Strzelecki, Peter",657265,34,14.3,38.2,113.3,87.5,75.6,94.1,81.2,407,165,377.0,13,38.2,3,8.8,6.4
"Snead, Kirby",669912,34,1.6,17.6,107.5,88.3,76.2,91.9,84.8,388,141,,14,41.2,1,2.9,2.1
"Jacob, Alek",689690,34,21.0,41.2,108.9,85.2,73.5,89.8,76.4,403,190,403.0,11,32.4,1,2.9,1.8
"Rocker, Kumar",677958,34,10.3,32.4,104.2,89.9,81.5,92.2,87.8,401,156,401.0,16,47.1,1,2.9,1.8
"Dobnak, Randy",677976,33,8.4,30.3,114.7,89.2,79.1,93.2,87.1,414,131,414.0,10,30.3,2,6.1,4.4
"Feyereisen, J.P.",656420,33,19.9,36.4,113.5,92.6,82.5,97.8,86.1,419,205,402.0,14,42.4,6,18.2,12.5
"Hartlieb, Geoff",664129,33,14.2,39.4,104.7,88.1,78.0,89.9,88.2,433,174,433.0,12,36.4,3,9.1,6.8
"Borucki, Ryan",621366,33,5.4,39.4,109.0,89.1,78.6,93.1,85.1,426,148,405.0,11,33.3,4,12.1,7.8
"Kuhnel, Joel",669270,33,12.1,30.3,107.8,88.5,77.3,90.6,89.5,387,146,367.0,13,39.4,2,6.1,5.1
"Hill, Jaden",677955,33,6.5,15.2,105.6,90.6,83.7,89.4,91.5,380,138,378.0,14,42.4,1,3.0,2.2
"Winans, Allan",642216,33,6.1,42.4,106.7,85.5,72.7,96.2,77.1,409,165,394.0,13,39.4,5,15.2,12.2
"Carasiti, Matt",571539,32,10.5,46.9,109.3,90.5,78.7,92.0,89.0,438,171,420.0,15,46.9,1,3.1,2.3
"Wingenter, Trey",622259,32,7.0,34.4,107.3,90.0,81.8,94.9,88.1,419,139,399.0,16,50.0,1,3.1,2.4
"Lucchesi, Joey",664192,31,11.8,29.0,115.4,94.9,86.3,95.3,94.9,386,153,386.0,17,54.8,3,9.7,6.5
"Herget, Kevin",643361,31,18.7,25.8,106.2,89.2,77.4,99.3,79.9,391,168,391.0,15,48.4,4,12.9,9.3
"Gilbert, Tyler",656457,31,14.9,51.6,110.0,92.0,83.7,92.6,90.4,410,204,410.0,15,48.4,1,3.2,2.6
"Halvorsen, Seth",678020,30,16.2,26.7,114.7,92.4,83.2,91.2,94.8,432,152,407.0,14,46.7,2,6.7,4.3
"Bickford, Phil",641360,30,15.6,20.0,107.1,91.4,82.7,94.0,91.5,383,173,371.0,13,43.3,2,6.7,5.1
"Warren, Austin",681810,30,11.4,33.3,110.5,84.3,71.9,88.1,81.0,419,153,419.0,8,26.7,2,6.7,4.8
"Gray, Josiah",680686,30,22.2,36.7,108.7,90.3,80.2,92.7,88.3,405,206,397.0,15,50.0,4,13.3,9.1
"Nelson, Kyle",669459,30,16.2,40.0,108.2,91.0,79.6,97.6,87.2,425,163,387.0,16,53.3,2,6.7,4.8
"Waguespack, Jacob",621097,30,10.6,40.0,105.5,86.9,75.3,89.0,85.1,422,155,422.0,11,36.7,2,6.7,3.9
"Parsons, Wes",641149,29,-2.0,37.9,108.0,87.6,75.7,94.9,80.9,407,150,399.0,12,41.4,3,10.3,7.9
"Newcomb, Sean",656794,29,11.9,20.7,108.7,88.7,77.3,91.7,89.0,407,144,401.0,13,44.8,2,6.9,4.4
"Campbell, Isaiah",663462,29,6.5,37.9,113.6,90.6,79.5,97.3,84.4,471,156,427.0,14,48.3,3,10.3,8.1
"Lopez, Jacob",682052,29,31.4,31.0,107.2,88.3,80.8,91.0,80.3,400,216,398.0,8,27.6,3,10.3,6.5
"Castillo, Diego",650895,29,18.3,13.8,110.5,89.0,77.2,87.9,94.5,344,132,,11,37.9,0,0.0,0.0
"McMillon, John",669111,29,8.6,20.7,107.8,85.8,75.4,92.4,79.4,398,152,398.0,6,20.7,1,3.4,2.1
"deGrom, Jacob",594798,28,24.8,21.4,112.1,92.1,81.6,95.6,91.2,399,168,390.0,15,53.6,3,10.7,6.8
"Peralta, Luis",678821,28,14.7,39.3,105.9,91.2,84.2,91.9,89.9,377,187,,10,35.7,0,0.0,0.0
"O'Brien, Riley",676617,26,17.7,42.3,112.3,89.0,78.5,88.1,93.7,420,167,417.0,11,42.3,2,7.7,4.3
"Leibrandt, Brandon",605335,25,9.9,24.0,111.9,89.1,80.7,92.1,88.7,402,136,392.0,9,36.0,3,12.0,9.4
"Guerrero, Luis",692285,25,18.9,28.0,111.5,86.3,74.3,90.9,83.7,385,170,,9,36.0,2,8.0,5.6
"Shugart, Chase",663767,25,23.6,40.0,108.4,86.3,75.7,89.2,87.8,405,203,391.0,8,32.0,1,4.0,2.8
"Bachar, Lake",669199,25,18.2,44.0,110.8,91.6,82.2,94.7,87.0,403,179,393.0,12,48.0,4,16.0,10.0
"Bermúdez, Jonathan",642834,25,20.3,32.0,109.0,88.5,76.5,91.9,85.8,394,184,386.0,11,44.0,3,12.0,9.1
"Winder, Josh",680739,25,11.1,32.0,106.4,85.4,73.9,90.8,82.6,412,176,,9,36.0,1,4.0,2.6
"Klein, Will",694361,25,8.9,40.0,110.9,91.4,79.2,94.4,86.5,397,178,,10,40.0,2,8.0,5.3
"Strider, Spencer",675911,25,16.8,32.0,108.3,87.0,75.5,87.0,86.6,396,173,390.0,9,36.0,3,12.0,7.1
"Sabrowski, Erik",681870,24,20.8,29.2,106.4,88.6,79.0,90.1,85.1,348,198,,8,33.3,0,0.0,0.0
"Waldrep, Hurston",694462,24,12.8,20.8,108.6,84.9,71.1,91.9,82.7,429,161,392.0,8,33.3,1,4.2,2.8
"Jay, Tyler",664079,24,5.8,25.0,110.8,89.1,77.6,94.3,87.4,348,117,,10,41.7,0,0.0,0.0
"Bieber, Shane",669456,24,7.1,45.8,111.4,88.5,77.0,93.8,85.1,387,146,,10,41.7,1,4.2,2.2
"Hernandez, Nick",663321,23,15.5,39.1,110.4,82.9,69.6,87.3,84.3,414,170,377.0,7,30.4,1,4.3,2.9
"Duffey, Tyler",608648,23,15.8,34.8,105.9,89.1,78.0,94.8,83.6,393,196,,12,52.2,3,13.0,7.1
"Hurt, Kyle",669165,23,14.8,47.8,106.9,90.4,82.2,95.4,82.0,378,189,,11,47.8,1,4.3,3.7
"Santos, Gregory",666619,23,6.4,21.7,105.6,85.7,74.1,91.5,84.3,326,109,,8,34.8,1,4.3,3.2
"Graceffo, Gordon",700669,23,14.6,30.4,109.1,88.9,76.6,90.5,88.0,396,170,396.0,9,39.1,3,13.0,9.7
"Miley, Wade",489119,23,0.2,34.8,107.8,90.0,80.4,91.0,89.2,402,134,379.0,8,34.8,2,8.7,6.7
"Reynolds, Sean",669308,22,20.2,36.4,105.0,83.7,71.9,89.7,82.8,364,179,,5,22.7,0,0.0,0.0
"Rutledge, Jackson",671131,22,8.9,36.4,104.4,90.3,80.9,89.5,93.6,411,144,411.0,8,36.4,2,9.1,5.9
"Burdi, Nick",595897,22,30.2,31.8,109.5,84.0,70.8,88.9,75.9,368,191,368.0,7,31.8,1,4.5,2.2
"Heasley, Jonathan",669169,21,4.8,23.8,108.0,92.2,82.7,98.8,88.1,399,133,398.0,12,57.1,2,9.5,6.9
"Casparius, Ben",676508,21,15.0,57.1,106.1,88.3,78.9,90.6,81.2,369,224,,8,38.1,1,4.8,2.7
"Walters, Andrew",689958,21,27.0,42.9,108.4,87.6,79.6,89.9,85.4,380,193,,5,23.8,0,0.0,0.0
"Zastryzny, Rob",642239,21,26.3,28.6,109.5,84.8,73.6,91.0,81.9,387,169,,6,28.6,1,4.8,3.4
"Hartwig, Grant",701643,21,16.8,33.3,110.0,84.5,72.1,86.1,85.5,413,162,413.0,5,23.8,3,14.3,9.7
"Silseth, Chase",681217,21,16.9,61.9,108.7,92.7,82.7,96.1,81.8,435,230,403.0,10,47.6,3,14.3,7.9
"Foster, Matt",641582,21,19.7,47.6,105.3,91.2,81.4,96.3,82.5,381,221,381.0,10,47.6,4,19.0,13.3
"Brzykcy, Zach",694350,21,19.5,38.1,109.8,92.7,84.1,94.6,86.7,386,220,381.0,10,47.6,4,19.0,14.3
"Pruitt, Austin",643493,20,12.5,60.0,108.7,87.5,75.3,89.2,82.3,422,216,408.0,7,35.0,5,25.0,20.8
"Davis, Austin",656354,20,15.1,20.0,108.7,81.6,66.8,87.2,80.7,292,103,,7,35.0,0,0.0,0.0
"Bruihl, Justin",677865,20,4.1,25.0,107.0,91.2,81.7,97.9,86.7,429,141,429.0,12,60.0,1,5.0,3.7
"Eisert, Brandon",685126,20,10.6,30.0,103.7,86.4,75.6,92.8,81.5,361,144,,6,30.0,1,5.0,3.8
"Crismatt, Nabil",622503,20,10.3,35.0,113.3,87.0,73.8,92.0,80.8,426,173,426.0,6,30.0,2,10.0,7.7
